s
Thu Jun 17 23:02:03 2021    tmp

         341526 function calls (333424 primitive calls) in 1.276 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 css_types.py:198(SelectorNull)
        1    0.000    0.000    0.000    0.000 css_types.py:207(SelectorTag)
       69    0.000    0.000    0.000    0.000 css_types.py:212(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:221(SelectorAttribute)
       77    0.000    0.000    0.000    0.000 css_types.py:226(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:237(SelectorContains)
        1    0.000    0.000    0.000    0.000 css_types.py:251(SelectorNth)
        1    0.000    0.000    0.000    0.000 css_types.py:256(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:269(SelectorLang)
        1    0.000    0.000    0.000    0.000 css_types.py:297(SelectorList)
      189    0.000    0.000    0.001    0.000 css_types.py:302(__init__)
        1    0.000    0.000    0.000    0.000 css_types.py:32(Immutable)
        9    0.000    0.000    0.000    0.000 css_types.py:331(pickle_register)
      472    0.002    0.000    0.003    0.000 css_types.py:37(__init__)
      462    0.000    0.000    0.000    0.000 css_types.py:69(__hash__)
        1    0.000    0.000    0.000    0.000 css_types.py:89(ImmutableDict)
        1    0.000    0.000    0.019    0.019 dammit.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:225(EncodingDetector)
        1    0.000    0.000    0.000    0.000 dammit.py:245(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:258(<listcomp>)
        4    0.000    0.000    0.000    0.000 dammit.py:266(_usable)
        2    0.000    0.000    0.000    0.000 dammit.py:282(encodings)
        1    0.000    0.000    0.000    0.000 dammit.py:318(strip_byte_order_mark)
        1    0.000    0.000    0.000    0.000 dammit.py:348(find_declared_encoding)
        1    0.000    0.000    0.000    0.000 dammit.py:389(UnicodeDammit)
        1    0.000    0.000    0.002    0.002 dammit.py:408(__init__)
        1    0.000    0.000    0.001    0.001 dammit.py:490(_convert_from)
        1    0.001    0.001    0.001    0.001 dammit.py:521(_to_unicode)
        1    0.000    0.000    0.000    0.000 dammit.py:528(declared_html_encoding)
        1    0.000    0.000    0.000    0.000 dammit.py:537(find_codec)
        1    0.000    0.000    0.000    0.000 dammit.py:553(_codec)
        1    0.000    0.000    0.001    0.001 dammit.py:68(EntitySubstitution)
        1    0.000    0.000    0.001    0.001 dammit.py:71(_populate_class_variables)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1559(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1567(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2181(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2201(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
        1    0.000    0.000    0.000    0.000 element.py:1004(Doctype)
        1    0.000    0.000    0.000    0.000 element.py:101(CharsetMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 element.py:1033(Stylesheet)
        1    0.000    0.000    0.000    0.000 element.py:1042(Script)
        1    0.000    0.000    0.000    0.000 element.py:1051(TemplateString)
        1    0.000    0.000    0.000    0.000 element.py:1060(Tag)
     1187    0.005    0.000    0.013    0.000 element.py:1068(__init__)
        1    0.000    0.000    0.000    0.000 element.py:108(__new__)
     1186    0.001    0.000    0.001    0.000 element.py:1184(is_empty_element)
  247/243    0.000    0.000    0.000    0.000 element.py:1202(string)
        1    0.000    0.000    0.000    0.000 element.py:122(ContentMetaAttributeValue)
      130    0.000    0.000    0.000    0.000 element.py:1229(_all_strings)
       61    0.000    0.000    0.000    0.000 element.py:1266(get_text)
       61    0.000    0.000    0.000    0.000 element.py:1283(<listcomp>)
       75    0.000    0.000    0.000    0.000 element.py:1376(get)
     4287    0.000    0.000    0.000    0.000 element.py:1419(__bool__)
        1    0.000    0.000    0.000    0.000 element.py:1423(__setitem__)
        1    0.000    0.000    0.000    0.000 element.py:1438(__getattr__)
       76    0.000    0.000    0.000    0.000 element.py:1456(__eq__)
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
     2149    0.002    0.000    0.002    0.000 element.py:158(setup)
        2    0.000    0.000    0.007    0.004 element.py:1742(find)
        3    0.000    0.000    0.008    0.003 element.py:1767(find_all)
     3493    0.001    0.000    0.001    0.000 element.py:1802(descendants)
        1    0.000    0.000    0.000    0.000 element.py:1895(SoupStrainer)
        3    0.000    0.000    0.000    0.000 element.py:1905(__init__)
      492    0.000    0.000    0.000    0.000 element.py:1943(_normalize_search_value)
     1186    0.001    0.000    0.004    0.000 element.py:1980(search_tag)
        1    0.000    0.000    0.087    0.087 element.py:2(<module>)
     1667    0.001    0.000    0.006    0.000 element.py:2043(search)
      486    0.001    0.000    0.002    0.000 element.py:2076(_matches)
        1    0.000    0.000    0.000    0.000 element.py:2159(ResultSet)
        3    0.000    0.000    0.001    0.000 element.py:2162(__init__)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
       62    0.000    0.000    0.000    0.000 element.py:347(_last_descendant)
        3    0.001    0.000    0.008    0.003 element.py:738(_find_all)
        1    0.000    0.000    0.000    0.000 element.py:75(NamespacedAttribute)
      244    0.001    0.000    0.001    0.000 element.py:766(<genexpr>)
        1    0.000    0.000    0.000    0.000 element.py:875(NavigableString)
      481    0.001    0.000    0.002    0.000 element.py:890(__new__)
      481    0.000    0.000    0.000    0.000 element.py:933(name)
        1    0.000    0.000    0.000    0.000 element.py:949(PreformattedString)
        1    0.000    0.000    0.000    0.000 element.py:976(CData)
        1    0.000    0.000    0.000    0.000 element.py:98(AttributeValueWithCharsetSubstitution)
        1    0.000    0.000    0.000    0.000 element.py:981(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:987(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:992(Comment)
        1    0.000    0.000    0.000    0.000 element.py:998(Declaration)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:1004(<lambda>)
        9    0.000    0.000    0.000    0.000 enum.py:1010(_power_of_two)
      228    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       16    0.000    0.000    0.000    0.000 enum.py:143(__prepare__)
       16    0.001    0.000    0.003    0.000 enum.py:157(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
       16    0.000    0.000    0.000    0.000 enum.py:200(<setcomp>)
      273    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       50    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
      350    0.000    0.000    0.003    0.000 enum.py:313(__call__)
      273    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       16    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
       13    0.000    0.000    0.000    0.000 enum.py:398(__members__)
      333    0.000    0.000    0.000    0.000 enum.py:417(__setattr__)
       10    0.000    0.000    0.002    0.000 enum.py:430(_create_)
        1    0.000    0.000    0.000    0.000 enum.py:44(_make_class_unpicklable)
       10    0.000    0.000    0.003    0.000 enum.py:483(_convert_)
       10    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
       98    0.000    0.000    0.000    0.000 enum.py:506(<lambda>)
       16    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
       42    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
       42    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
       16    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
      340    0.000    0.000    0.000    0.000 enum.py:631(__new__)
       16    0.000    0.000    0.000    0.000 enum.py:68(__init__)
       36    0.000    0.000    0.000    0.000 enum.py:743(name)
      163    0.000    0.000    0.000    0.000 enum.py:748(value)
      273    0.000    0.000    0.001    0.000 enum.py:75(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:884(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:894(_create_pseudo_member_)
       34    0.000    0.000    0.000    0.000 enum.py:927(__or__)
      130    0.000    0.000    0.001    0.000 enum.py:933(__and__)
        6    0.000    0.000    0.000    0.000 enum.py:952(_high_bit)
        3    0.000    0.000    0.000    0.000 enum.py:973(_decompose)
        3    0.000    0.000    0.000    0.000 enum.py:992(<listcomp>)
        1    0.000    0.000    0.000    0.000 enums.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 enums.py:32(ProbingState)
        1    0.000    0.000    0.000    0.000 enums.py:41(MachineState)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 enums.py:65(CharacterCategory)
        1    0.000    0.000    0.000    0.000 enums.py:8(InputState)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 escprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 escprober.py:35(EscCharSetProber)
        1    0.000    0.000    0.000    0.000 escsm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 euckrfreq.py:41(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        4    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
       33    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        2    0.000    0.000    0.001    0.000 feedparser.py:173(feed)
        4    0.000    0.000    0.001    0.000 feedparser.py:178(_call_parse)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
        4    0.000    0.000    0.001    0.000 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        2    0.000    0.000    0.000    0.000 feedparser.py:471(_parse_headers)
        1    0.000    0.000    0.011    0.011 feedparser.py:5(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
       33    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        1    0.000    0.000    1.055    1.055 financial.py:11(get_page)
        1    0.000    0.000    1.276    1.276 financial.py:2(<module>)
        1    0.000    0.000    0.090    0.090 financial.py:23(parse_html)
        1    0.000    0.000    0.000    0.000 financial.py:36(<listcomp>)
        1    0.000    0.000    1.146    1.146 financial.py:40(main)
        1    0.000    0.000    0.000    0.000 financial.py:7(ErrorStatusCode)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.020    0.020 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formatter.py:116(HTMLFormatter)
        4    0.000    0.000    0.000    0.000 formatter.py:119(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:123(XMLFormatter)
        2    0.000    0.000    0.000    0.000 formatter.py:126(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        8    0.000    0.000    0.000    0.000 formatter.py:41(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:48(__init__)
        3    0.000    0.000    0.000    0.000 functools.py:34(update_wrapper)
        3    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        3    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        1    0.000    0.000    0.000    0.000 gb2312freq.py:42(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.002    0.002 hashlib.py:5(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        3    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:212(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 jpcntx.py:30(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 langrussianmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:4(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.002    0.002 linecache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        1    0.000    0.000    0.005    0.005 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:41(MBCSGroupProber)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        2    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.000    0.000 message.py:382(__getitem__)
        1    0.000    0.000    0.000    0.000 message.py:423(__contains__)
        1    0.000    0.000    0.000    0.000 message.py:424(<listcomp>)
       17    0.000    0.000    0.000    0.000 message.py:462(get)
       27    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        6    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
      110    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
      110    0.000    0.000    0.000    0.000 os.py:693(__iter__)
      110    0.000    0.000    0.000    0.000 os.py:748(encode)
      216    0.000    0.000    0.000    0.000 os.py:752(decode)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:1004(_splittype)
        2    0.000    0.000    0.000    0.000 parse.py:1025(_splithost)
       11    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        2    0.000    0.000    0.000    0.000 parse.py:1135(_splittag)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        4    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        3    0.000    0.000    0.000    0.000 parse.py:391(_splitnetloc)
        3    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        4    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        4    0.000    0.000    0.000    0.000 parse.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:474(urlunparse)
        1    0.000    0.000    0.000    0.000 parse.py:485(urlunsplit)
        1    0.000    0.000    0.000    0.000 parse.py:504(urljoin)
        2    0.000    0.000    0.000    0.000 parse.py:624(unquote)
        1    0.000    0.000    0.000    0.000 parse.py:767(Quoter)
        1    0.000    0.000    0.000    0.000 parse.py:789(quote)
        1    0.000    0.000    0.000    0.000 parse.py:860(quote_from_bytes)
        2    0.000    0.000    0.000    0.000 parse.py:983(unwrap)
       11    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.004    0.004 parser.py:1(<module>)
        1    0.000    0.000    0.080    0.080 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 parser.py:113(close)
       76    0.000    0.000    0.001    0.000 parser.py:123(set_cdata_mode)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
     1117    0.000    0.000    0.000    0.000 parser.py:127(clear_cdata_mode)
        2    0.007    0.003    0.080    0.040 parser.py:134(goahead)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
     1186    0.009    0.000    0.049    0.000 parser.py:301(parse_starttag)
     1186    0.001    0.000    0.005    0.000 parser.py:352(check_for_whole_start_tag)
     1117    0.003    0.000    0.015    0.000 parser.py:386(parse_endtag)
        2    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.012    0.012 parser.py:5(<module>)
        2    0.000    0.000    0.001    0.001 parser.py:59(parsestr)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:87(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        1    0.000    0.000    0.000    0.000 random.py:94(__init__)
      268    0.000    0.000    0.064    0.000 re.py:250(compile)
      100    0.000    0.000    0.000    0.000 re.py:270(escape)
      268    0.001    0.000    0.063    0.000 re.py:289(_compile)
        1    0.000    0.000    0.033    0.033 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1052(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1063(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1082(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1228(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1246(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1258(AbstractHTTPHandler)
        2    0.000    0.000    0.000    0.000 request.py:1260(__init__)
        2    0.000    0.000    0.000    0.000 request.py:1271(do_request_)
        2    0.000    0.000    0.751    0.376 request.py:1309(do_open)
        2    0.000    0.000    0.000    0.000 request.py:1323(<dictcomp>)
        2    0.000    0.000    0.000    0.000 request.py:1336(<dictcomp>)
        1    0.000    0.000    0.000    0.000 request.py:1376(HTTPHandler)
        1    0.000    0.000    0.160    0.160 request.py:1378(http_open)
        1    0.000    0.000    0.000    0.000 request.py:1385(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1387(__init__)
        1    0.000    0.000    0.756    0.756 request.py:139(urlopen)
        1    0.000    0.000    0.591    0.591 request.py:1392(https_open)
        1    0.000    0.000    0.000    0.000 request.py:1400(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1418(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1476(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1533(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1591(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1644(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1697(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2142(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2395(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:2490(getproxies_environment)
        1    0.000    0.000    0.003    0.003 request.py:2630(getproxies_macosx_sysconf)
        1    0.000    0.000    0.003    0.003 request.py:2653(getproxies)
        1    0.000    0.000    0.000    0.000 request.py:307(request_host)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        2    0.000    0.000    0.000    0.000 request.py:325(__init__)
        8    0.000    0.000    0.000    0.000 request.py:343(full_url)
        2    0.000    0.000    0.000    0.000 request.py:349(full_url)
       11    0.000    0.000    0.000    0.000 request.py:362(data)
        2    0.000    0.000    0.000    0.000 request.py:366(data)
        2    0.000    0.000    0.000    0.000 request.py:380(_parse)
        5    0.000    0.000    0.000    0.000 request.py:388(get_method)
        2    0.000    0.000    0.000    0.000 request.py:393(get_full_url)
        2    0.000    0.000    0.000    0.000 request.py:404(has_proxy)
        4    0.000    0.000    0.000    0.000 request.py:411(add_unredirected_header)
        6    0.000    0.000    0.000    0.000 request.py:415(has_header)
        1    0.000    0.000    0.000    0.000 request.py:432(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:433(__init__)
       10    0.000    0.000    0.000    0.000 request.py:444(add_handler)
      5/3    0.000    0.000    0.752    0.251 request.py:495(_call_chain)
      2/1    0.000    0.000    0.752    0.752 request.py:506(open)
        2    0.000    0.000    0.751    0.376 request.py:535(_open)
        1    0.000    0.000    0.592    0.592 request.py:550(error)
        1    0.000    0.000    0.004    0.004 request.py:575(build_opener)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        9    0.000    0.000    0.000    0.000 request.py:614(add_parent)
       16    0.000    0.000    0.000    0.000 request.py:621(__lt__)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
      2/1    0.000    0.000    0.592    0.592 request.py:634(http_response)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:659(redirect_request)
        1    0.000    0.000    0.000    0.000 request.py:686(<dictcomp>)
        1    0.000    0.000    0.592    0.592 request.py:697(http_error_302)
